activity_id	compd_id	domain_name	category_flag	status_flag	manual_flag	comment	timestamp	submitter
7588258	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7588258	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7588261	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7588261	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7588262	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7588262	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7588264	10635	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7588264	901	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7588282	10650	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7588282	918	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7588284	867	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7588284	10581	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7588287	866	SH2	2	1	1	paper reports binding to SRC kinase domain	11 August 2013 22:49:58	fak
7588287	10578	Pkinase_Tyr	2	0	1	paper reports binding to SRC kinase domain	11 August 2013 22:49:58	fak
565711	867	SH2	2	0	1	string match on assay description	06 Aug 2013 14:04:55	fak
565711	10581	Pkinase_Tyr	2	1	1	string match on assay description	06 Aug 2013 14:04:55	fak
7589045	906	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589045	10642	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589101	913	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589101	10649	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589177	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589177	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589206	867	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589206	10581	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589209	866	SH2	2	1	1	paper reports binding to SRC kinase domain	11 August 2013 22:49:59	fak
7589209	10578	Pkinase_Tyr	2	0	1	paper reports binding to SRC kinase domain	11 August 2013 22:49:59	fak
249297	867	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
249297	10581	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
249298	866	SH2	2	1	1	paper presents src kinase inhibitors	11 August 2013 16:06:59	fak
249298	10578	Pkinase_Tyr	2	0	1	paper presents src kinase inhibitors	11 August 2013 16:06:59	fak
7589337	10608	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589337	883	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589337	10607	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589342	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589342	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589343	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589343	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589344	865	SH2	2	1	1	paper reports binding to ABL1(F317l)-phophorylated kinase domain	11 August 2013 16:27:04	fak
7589344	10567	Pkinase_Tyr	2	0	1	paper reports binding to ABL1(F317l)-phophorylated kinase domain	11 August 2013 16:27:04	fak
7589345	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589345	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589346	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589346	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589347	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589347	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589348	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589348	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589349	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589349	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589350	865	SH2	2	1	1	paper reports binding to ABL1(Q252H)-nonphophorylated kinase domain	11 August 2013 16:28:05	fak
7589350	10567	Pkinase_Tyr	2	0	1	paper reports binding to ABL1(Q252H)-nonphophorylated kinase domain	11 August 2013 16:28:05	fak
7589351	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589351	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589352	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589352	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589353	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589353	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589354	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589354	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589355	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589355	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589356	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589356	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589357	10635	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589357	901	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589375	10650	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589375	918	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589377	867	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589377	10581	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589382	868	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589382	10583	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589384	882	SH2	2	1	1	paper reports binding to ITK kinase domain	11 August 2013 22:50:20	fak
7589384	10604	Pkinase_Tyr	2	0	1	paper reports binding to ITK kinase domain	11 August 2013 22:50:20	fak
7589644	10587	Pkinase_Tyr	2	0	1	paper reports binding to BLK kinase domain	11 August 2013 21:52:09	fak
7589644	869	SH2	2	1	1	paper reports binding to BLK kinase domain	11 August 2013 21:52:09	fak
7589658	906	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589658	10642	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589660	889	SH2	2	1	1	paper reports binding to HCK kinase domain	11 August 2013 15:50:07	fak
7589660	10613	Pkinase_Tyr	2	0	1	paper reports binding to HCK kinase domain	11 August 2013 15:50:07	fak
7589665	897	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589665	10629	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589736	10593	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589736	879	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589761	10608	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589761	883	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589761	10607	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589766	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589766	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589768	865	SH2	2	1	1	paper reports binding to ABL1(F317l)-phophorylated kinase domain	11 August 2013 16:27:05	fak
7589768	10567	Pkinase_Tyr	2	0	1	paper reports binding to ABL1(F317l)-phophorylated kinase domain	11 August 2013 16:27:05	fak
7589769	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589769	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589770	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589770	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589771	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589771	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589772	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589772	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589773	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589773	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589774	865	SH2	2	1	1	paper reports binding to ABL1(Q252H)-nonphophorylated kinase domain	11 August 2013 16:28:06	fak
7589774	10567	Pkinase_Tyr	2	0	1	paper reports binding to ABL1(Q252H)-nonphophorylated kinase domain	11 August 2013 16:28:06	fak
7589775	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589775	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589776	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589776	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589777	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589777	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589778	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589778	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589779	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589779	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589780	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589780	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589781	10635	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589781	901	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589798	10632	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589798	900	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589799	10650	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589799	918	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589801	867	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589801	10581	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589804	866	SH2	2	1	1	paper reports binding to SRC kinase domain	11 August 2013 22:49:59	fak
7589804	10578	Pkinase_Tyr	2	0	1	paper reports binding to SRC kinase domain	11 August 2013 22:49:59	fak
7589806	868	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589806	10583	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589808	882	SH2	2	1	1	paper reports binding to ITK kinase domain	11 August 2013 22:50:21	fak
7589808	10604	Pkinase_Tyr	2	0	1	paper reports binding to ITK kinase domain	11 August 2013 22:50:21	fak
7589817	921	SH2	2	1	1	paper reports binding to BRK kinase domain	11 August 2013 19:26:18	fak
7589817	10655	Pkinase_Tyr	2	0	1	paper reports binding to BRK kinase domain	11 August 2013 19:26:18	fak
7589945	10694	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589945	942	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589965	864	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589965	10564	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7589983	880	SH2	2	1	1	paper reports binding to ZAP70 kinase domain	11 August 2013 16:25:53	fak
7589983	881	SH2	2	1	1	paper reports binding to ZAP70 kinase domain	11 August 2013 16:25:53	fak
7589983	10600	Pkinase_Tyr	2	0	1	paper reports binding to ZAP70 kinase domain	11 August 2013 16:25:53	fak
7590068	10587	Pkinase_Tyr	2	0	1	paper reports binding to BLK kinase domain	11 August 2013 21:52:10	fak
7590068	869	SH2	2	1	1	paper reports binding to BLK kinase domain	11 August 2013 21:52:10	fak
7590082	906	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7590082	10642	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7590084	889	SH2	2	1	1	paper reports binding to HCK kinase domain	11 August 2013 15:50:08	fak
7590084	10613	Pkinase_Tyr	2	0	1	paper reports binding to HCK kinase domain	11 August 2013 15:50:08	fak
7590089	897	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7590089	10629	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7590104	937	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7590104	10681	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
1298766	4346	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	13 August 2013 00:23:26	fak
1298766	3763	DHFR_1	2	0	1	assay measures DHFR inhibition	13 August 2013 00:23:26	fak
7590228	10608	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7590228	883	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7590228	10607	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7590265	10632	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7590265	900	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
250609	867	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
250609	10581	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
250610	866	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
250610	10578	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7590742	867	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7590742	10581	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7590745	866	SH2	2	1	1	paper reports binding to SRC kinase domain	11 August 2013 22:50:00	fak
7590745	10578	Pkinase_Tyr	2	0	1	paper reports binding to SRC kinase domain	11 August 2013 22:50:00	fak
250880	4346	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	13 August 2013 00:43:22	fak
250880	3763	DHFR_1	2	0	1	assay measures DHFR inhibition	13 August 2013 00:43:22	fak
7591163	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7591163	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
3012834	672	7tm_3	2	0	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
3012834	7080	ANF_receptor	2	1	1	string match allosteric on assay description	06 Aug 2013 14:04:55	fak
7591319	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7591319	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7591323	865	SH2	2	1	1	paper reports binding to ABL1(Q252H)-nonphophorylated kinase domain	11 August 2013 16:28:07	fak
7591323	10567	Pkinase_Tyr	2	0	1	paper reports binding to ABL1(Q252H)-nonphophorylated kinase domain	11 August 2013 16:28:07	fak
7591330	10635	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7591330	901	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7591348	10650	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7591348	918	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7591350	867	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7591350	10581	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7591355	868	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7591355	10583	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7591366	921	SH2	2	1	1	paper reports binding to BRK kinase domain	11 August 2013 19:26:19	fak
7591366	10655	Pkinase_Tyr	2	0	1	paper reports binding to BRK kinase domain	11 August 2013 19:26:19	fak
7591514	864	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7591514	10564	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
2348684	866	SH2	2	1	1	compounds reported to inhibit iNOS and kinase ATP active site	11 August 2013 22:14:39	fak
2348684	10578	Pkinase_Tyr	2	0	1	compounds reported to inhibit iNOS and kinase ATP active site	11 August 2013 22:14:39	fak
2348692	866	SH2	2	1	1	compounds reported to inhibit iNOS and kinase ATP active site	11 August 2013 22:14:40	fak
2348692	10578	Pkinase_Tyr	2	0	1	compounds reported to inhibit iNOS and kinase ATP active site	11 August 2013 22:14:40	fak
2348693	866	SH2	2	1	1	compounds reported to inhibit iNOS and kinase ATP active site	11 August 2013 22:14:41	fak
2348693	10578	Pkinase_Tyr	2	0	1	compounds reported to inhibit iNOS and kinase ATP active site	11 August 2013 22:14:41	fak
2348695	866	SH2	2	1	1	compounds reported to inhibit iNOS and kinase ATP active site	11 August 2013 22:14:42	fak
2348695	10578	Pkinase_Tyr	2	0	1	compounds reported to inhibit iNOS and kinase ATP active site	11 August 2013 22:14:42	fak
7591617	10587	Pkinase_Tyr	2	0	1	paper reports binding to BLK kinase domain	11 August 2013 21:52:10	fak
7591617	869	SH2	2	1	1	paper reports binding to BLK kinase domain	11 August 2013 21:52:10	fak
7591618	10625	Pkinase_Tyr	2	0	1	paper reports binding to BMX kinase domain	11 August 2013 21:52:28	fak
7591618	894	SH2	2	1	1	paper reports binding to BMX kinase domain	11 August 2013 21:52:28	fak
7591732	10608	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7591732	883	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7591732	10607	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7591737	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7591737	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7591739	865	SH2	2	1	1	paper reports binding to ABL1(F317l)-phophorylated kinase domain	11 August 2013 16:27:05	fak
7591739	10567	Pkinase_Tyr	2	0	1	paper reports binding to ABL1(F317l)-phophorylated kinase domain	11 August 2013 16:27:05	fak
7591740	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7591740	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7591741	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7591741	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7591742	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7591742	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7591743	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7591743	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7591744	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7591744	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7591745	865	SH2	2	1	1	paper reports binding to ABL1(Q252H)-nonphophorylated kinase domain	11 August 2013 16:28:08	fak
7591745	10567	Pkinase_Tyr	2	0	1	paper reports binding to ABL1(Q252H)-nonphophorylated kinase domain	11 August 2013 16:28:08	fak
7591746	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7591746	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7591747	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7591747	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7591748	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7591748	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7591750	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7591750	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7591751	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7591751	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7591772	867	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7591772	10581	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7591775	866	SH2	2	1	1	paper reports binding to SRC kinase domain	11 August 2013 22:50:00	fak
7591775	10578	Pkinase_Tyr	2	0	1	paper reports binding to SRC kinase domain	11 August 2013 22:50:00	fak
7591777	868	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7591777	10583	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7591779	882	SH2	2	1	1	paper reports binding to ITK kinase domain	11 August 2013 22:50:21	fak
7591779	10604	Pkinase_Tyr	2	0	1	paper reports binding to ITK kinase domain	11 August 2013 22:50:21	fak
41983	867	SH2	2	1	1	compounds target kinase activity	11 August 2013 20:10:58	fak
41983	10581	Pkinase_Tyr	2	0	1	compounds target kinase activity	11 August 2013 20:10:58	fak
7591936	864	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
7591936	10564	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
252040	867	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
252040	10581	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
252041	866	SH2	2	1	1	paper presents src kinase inhibitors	11 August 2013 16:07:00	fak
252041	10578	Pkinase_Tyr	2	0	1	paper presents src kinase inhibitors	11 August 2013 16:07:00	fak
3397784	10611	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
3397784	885	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
3397785	10611	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
3397785	885	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
3397786	10611	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
3397786	885	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
3397790	10611	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
3397790	885	SH2	2	1	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
3397792	10611	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	06 Aug 2013 14:04:55	fak
