activity_id	compd_id	domain_name	category_flag	status_flag	manual_flag	comment	timestamp	submitter	domain_id
190939	4346	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	2013-08-13 00:23:34	fak	2836
190939	3763	DHFR_1	2	0	1	assay measures DHFR inhibition	2013-08-13 00:23:34	fak	2773
190944	4346	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	2013-08-13 00:23:35	fak	2836
190944	3763	DHFR_1	2	0	1	assay measures DHFR inhibition	2013-08-13 00:23:35	fak	2773
191181	866	SH2	2	0	1	string match on assay description	2013-08-06 14:04:55	fak	2640
191181	10578	Pkinase_Tyr	2	1	1	string match on assay description	2013-08-06 14:04:55	fak	4003
192077	4346	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	2013-08-13 00:23:35	fak	2836
192077	3763	DHFR_1	2	0	1	assay measures DHFR inhibition	2013-08-13 00:23:35	fak	2773
192082	4346	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	2013-08-13 00:23:36	fak	2836
192082	3763	DHFR_1	2	0	1	assay measures DHFR inhibition	2013-08-13 00:23:36	fak	2773
192105	4346	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	2013-08-13 00:23:36	fak	2836
192105	3763	DHFR_1	2	0	1	assay measures DHFR inhibition	2013-08-13 00:23:36	fak	2773
3338541	866	SH2	2	1	1	inferred by lack of SH2 string in     assay description	2013-08-06 14:04:55	fak	2640
3338541	10578	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	2013-08-06 14:04:55	fak	4003
3338542	866	SH2	2	1	1	inferred by lack of SH2 string in     assay description	2013-08-06 14:04:55	fak	2640
3338542	10578	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	2013-08-06 14:04:55	fak	4003
1430271	7129	ANF_receptor	2	1	1	paper describes allosteric modulators	2013-08-12 15:50:12	fak	3216
1430271	692	7tm_3	2	0	1	paper describes allosteric modulators	2013-08-12 15:50:12	fak	2629
1430278	7129	ANF_receptor	2	1	1	paper describes allosteric modulators	2013-08-12 15:50:13	fak	3216
1430278	692	7tm_3	2	0	1	paper describes allosteric modulators	2013-08-12 15:50:13	fak	2629
1430280	7129	ANF_receptor	2	1	1	paper describes allosteric modulators	2013-08-12 15:50:13	fak	3216
1430280	692	7tm_3	2	0	1	paper describes allosteric modulators	2013-08-12 15:50:13	fak	2629
1430396	7129	ANF_receptor	2	1	1	paper describes allosteric modulators	2013-08-12 15:50:14	fak	3216
1430396	692	7tm_3	2	0	1	paper describes allosteric modulators	2013-08-12 15:50:15	fak	2629
1430411	7129	ANF_receptor	2	1	1	paper describes allosteric modulators	2013-08-12 15:50:15	fak	3216
1430411	692	7tm_3	2	0	1	paper describes allosteric modulators	2013-08-12 15:50:16	fak	2629
3339679	866	SH2	2	1	1	inferred by lack of SH2 string in     assay description	2013-08-06 14:04:55	fak	2640
3339679	10578	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	2013-08-06 14:04:55	fak	4003
3339680	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	2013-08-06 14:04:55	fak	2640
3339680	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	2013-08-06 14:04:55	fak	4003
3339681	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	2013-08-06 14:04:55	fak	2640
3339681	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	2013-08-06 14:04:55	fak	4003
3339682	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	2013-08-06 14:04:55	fak	2640
3339682	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	2013-08-06 14:04:55	fak	4003
3339683	866	SH2	2	1	1	inferred by lack of SH2 string in     assay description	2013-08-06 14:04:55	fak	2640
3339683	10578	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	2013-08-06 14:04:55	fak	4003
3339684	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	2013-08-06 14:04:55	fak	2640
3339684	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	2013-08-06 14:04:55	fak	4003
3339685	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	2013-08-06 14:04:55	fak	2640
3339685	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	2013-08-06 14:04:55	fak	4003
3339686	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	2013-08-06 14:04:55	fak	2640
3339686	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	2013-08-06 14:04:55	fak	4003
2479006	677	7tm_3	2	0	1	paper describes a non-competitive antagonist 	2013-08-12 00:56:49	fak	2629
2479006	7087	ANF_receptor	2	1	1	paper describes a non-competitive antagonist 	2013-08-12 00:56:49	fak	3216
2479011	680	7tm_3	2	0	1	lead compound is introduced as non-competitive	2013-08-12 15:45:26	fak	2629
2479011	7097	ANF_receptor	2	1	1	lead compound is introduced as non-competitive	2013-08-12 15:45:26	fak	3216
2479015	680	7tm_3	2	0	1	lead compound is introduced as non-competitive	2013-08-12 15:45:27	fak	2629
2479015	7097	ANF_receptor	2	1	1	lead compound is introduced as non-competitive	2013-08-12 15:45:27	fak	3216
3340002	3584	Pribosyltran	2	1	1	assay measures inhibition of decarboxylase function	2013-08-12 23:49:15	fak	2754
3340002	4010	OMPdecase	2	0	1	assay measures inhibition of decarboxylase function	2013-08-12 23:49:15	fak	2793
194404	4346	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	2013-08-13 00:23:37	fak	2836
194404	3763	DHFR_1	2	0	1	assay measures DHFR inhibition	2013-08-13 00:23:37	fak	2773
194409	4346	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	2013-08-13 00:23:37	fak	2836
194409	3763	DHFR_1	2	0	1	assay measures DHFR inhibition	2013-08-13 00:23:37	fak	2773
194414	4346	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	2013-08-13 00:23:38	fak	2836
194414	3763	DHFR_1	2	0	1	assay measures DHFR inhibition	2013-08-13 00:23:38	fak	2773
194419	4346	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	2013-08-13 00:23:38	fak	2836
194419	3763	DHFR_1	2	0	1	assay measures DHFR inhibition	2013-08-13 00:23:38	fak	2773
1244019	4346	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	2013-08-13 00:51:25	fak	2836
1244019	3763	DHFR_1	2	0	1	assay measures DHFR inhibition	2013-08-13 00:51:25	fak	2773
2654023	866	SH2	2	1	1	inferred by lack of SH2 string in     assay description	2013-08-06 14:04:55	fak	2640
2654023	10578	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	2013-08-06 14:04:55	fak	4003
2654024	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	2013-08-06 14:04:55	fak	2640
2654024	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	2013-08-06 14:04:55	fak	4003
2654025	865	SH2	2	1	1	inferred by lack of SH2 string in     assay description	2013-08-06 14:04:55	fak	2640
2654025	10567	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	2013-08-06 14:04:55	fak	4003
195550	4346	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	2013-08-13 00:23:39	fak	2836
195550	3763	DHFR_1	2	0	1	assay measures DHFR inhibition	2013-08-13 00:23:39	fak	2773
195710	866	SH2	2	0	1	string match on assay description	2013-08-06 14:04:55	fak	2640
195710	10578	Pkinase_Tyr	2	1	1	string match on assay description	2013-08-06 14:04:55	fak	4003
195785	866	SH2	2	0	1	string match on assay description	2013-08-06 14:04:55	fak	2640
195785	10578	Pkinase_Tyr	2	1	1	string match on assay description	2013-08-06 14:04:55	fak	4003
196696	4346	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	2013-08-13 00:23:39	fak	2836
196696	3763	DHFR_1	2	0	1	assay measures DHFR inhibition	2013-08-13 00:23:39	fak	2773
196731	4346	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	2013-08-13 00:23:40	fak	2836
196731	3763	DHFR_1	2	0	1	assay measures DHFR inhibition	2013-08-13 00:23:40	fak	2773
3342535	3784	DHFR_1	2	0	1	assay measures DHFR inhibition	2013-08-13 00:46:17	fak	2773
3342535	4356	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	2013-08-13 00:46:17	fak	2836
3342536	3784	DHFR_1	2	0	1	assay measures DHFR inhibition	2013-08-13 00:46:18	fak	2773
3342536	4356	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	2013-08-13 00:46:18	fak	2836
3342537	3784	DHFR_1	2	0	1	assay measures DHFR inhibition	2013-08-13 00:46:18	fak	2773
3342537	4356	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	2013-08-13 00:46:19	fak	2836
3342538	3784	DHFR_1	2	0	1	assay measures DHFR inhibition	2013-08-13 00:46:19	fak	2773
3342538	4356	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	2013-08-13 00:46:19	fak	2836
3342539	3784	DHFR_1	2	0	1	assay measures DHFR inhibition	2013-08-13 00:46:20	fak	2773
3342539	4356	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	2013-08-13 00:46:20	fak	2836
3342540	3784	DHFR_1	2	0	1	assay measures DHFR inhibition	2013-08-13 00:46:20	fak	2773
3342540	4356	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	2013-08-13 00:46:20	fak	2836
3342541	3784	DHFR_1	2	0	1	assay measures DHFR inhibition	2013-08-13 00:46:21	fak	2773
3342541	4356	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	2013-08-13 00:46:21	fak	2836
3342562	3784	DHFR_1	2	0	1	assay measures DHFR inhibition	2013-08-13 00:46:22	fak	2773
3342562	4356	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	2013-08-13 00:46:22	fak	2836
3342563	3784	DHFR_1	2	0	1	assay measures DHFR inhibition	2013-08-13 00:46:23	fak	2773
3342563	4356	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	2013-08-13 00:46:23	fak	2836
3342564	3784	DHFR_1	2	0	1	assay measures DHFR inhibition	2013-08-13 00:46:24	fak	2773
3342564	4356	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	2013-08-13 00:46:24	fak	2836
3342565	3784	DHFR_1	2	0	1	assay measures DHFR inhibition	2013-08-13 00:46:24	fak	2773
3342565	4356	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	2013-08-13 00:46:24	fak	2836
3342566	3784	DHFR_1	2	0	1	assay measures DHFR inhibition	2013-08-13 00:46:25	fak	2773
3342566	4356	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	2013-08-13 00:46:25	fak	2836
3342567	3784	DHFR_1	2	0	1	assay measures DHFR inhibition	2013-08-13 00:46:26	fak	2773
3342567	4356	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	2013-08-13 00:46:26	fak	2836
3342568	3784	DHFR_1	2	0	1	assay measures DHFR inhibition	2013-08-13 00:46:27	fak	2773
3342568	4356	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	2013-08-13 00:46:27	fak	2836
3342575	3784	DHFR_1	2	0	1	assay measures DHFR inhibition	2013-08-13 00:18:32	fak	2773
3342575	4356	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	2013-08-13 00:18:32	fak	2836
3342576	4356	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	2013-08-13 00:18:33	fak	2836
1430946	7129	ANF_receptor	2	1	1	paper describes allosteric modulators	2013-08-12 15:50:16	fak	3216
1430946	692	7tm_3	2	0	1	paper describes allosteric modulators	2013-08-12 15:50:17	fak	2629
1430948	7129	ANF_receptor	2	1	1	paper describes allosteric modulators	2013-08-12 15:50:17	fak	3216
1430948	692	7tm_3	2	0	1	paper describes allosteric modulators	2013-08-12 15:50:17	fak	2629
1430950	7129	ANF_receptor	2	1	1	paper describes allosteric modulators	2013-08-12 15:50:18	fak	3216
1430950	692	7tm_3	2	0	1	paper describes allosteric modulators	2013-08-12 15:50:18	fak	2629
1430954	7129	ANF_receptor	2	1	1	paper describes allosteric modulators	2013-08-12 15:50:19	fak	3216
1430954	692	7tm_3	2	0	1	paper describes allosteric modulators	2013-08-12 15:50:19	fak	2629
1430956	7129	ANF_receptor	2	1	1	paper describes allosteric modulators	2013-08-12 15:50:20	fak	3216
1430956	692	7tm_3	2	0	1	paper describes allosteric modulators	2013-08-12 15:50:20	fak	2629
2479535	921	SH2	2	1	1	inferred by lack of SH2 string in     assay description	2013-08-06 14:04:55	fak	2640
2479535	10655	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	2013-08-06 14:04:55	fak	4003
2479569	921	SH2	2	1	1	inferred by lack of SH2 string in     assay description	2013-08-06 14:04:55	fak	2640
2479569	10655	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	2013-08-06 14:04:55	fak	4003
197772	4346	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	2013-08-13 00:23:40	fak	2836
197772	3763	DHFR_1	2	0	1	assay measures DHFR inhibition	2013-08-13 00:23:40	fak	2773
2295748	7076	ANF_receptor	2	1	1	paper describes allosteric modulators	2013-08-12 12:51:29	fak	3216
2295748	670	7tm_3	2	0	1	paper describes allosteric modulators	2013-08-12 12:51:29	fak	2629
2295750	7076	ANF_receptor	2	1	1	paper describes allosteric modulators	2013-08-12 12:51:29	fak	3216
2295750	670	7tm_3	2	0	1	paper describes allosteric modulators	2013-08-12 12:51:29	fak	2629
2295751	7076	ANF_receptor	2	1	1	paper describes allosteric modulators	2013-08-12 12:51:30	fak	3216
2295751	670	7tm_3	2	0	1	paper describes allosteric modulators	2013-08-12 12:51:30	fak	2629
2295754	7076	ANF_receptor	2	1	1	paper describes allosteric modulators	2013-08-12 00:47:21	fak	3216
2295754	670	7tm_3	2	0	1	paper describes allosteric modulators	2013-08-12 00:47:21	fak	2629
2295755	7076	ANF_receptor	2	1	1	paper describes allosteric modulators	2013-08-12 00:47:22	fak	3216
2295755	670	7tm_3	2	0	1	paper describes allosteric modulators	2013-08-12 00:47:22	fak	2629
2295756	7076	ANF_receptor	2	1	1	paper describes allosteric modulators	2013-08-12 00:47:23	fak	3216
2295756	670	7tm_3	2	0	1	paper describes allosteric modulators	2013-08-12 00:47:23	fak	2629
2295757	7076	ANF_receptor	2	1	1	paper describes allosteric modulators	2013-08-12 00:47:24	fak	3216
2295757	670	7tm_3	2	0	1	paper describes allosteric modulators	2013-08-12 00:47:24	fak	2629
2295785	7076	ANF_receptor	2	1	1	paper describes allosteric modulators	2013-08-12 12:51:30	fak	3216
2295785	670	7tm_3	2	0	1	paper describes allosteric modulators	2013-08-12 12:51:30	fak	2629
2295786	7076	ANF_receptor	2	1	1	paper describes allosteric modulators	2013-08-12 12:51:31	fak	3216
2295786	670	7tm_3	2	0	1	paper describes allosteric modulators	2013-08-12 12:51:31	fak	2629
198923	4346	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	2013-08-13 00:23:41	fak	2836
198923	3763	DHFR_1	2	0	1	assay measures DHFR inhibition	2013-08-13 00:23:41	fak	2773
198928	4346	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	2013-08-13 00:23:42	fak	2836
198928	3763	DHFR_1	2	0	1	assay measures DHFR inhibition	2013-08-13 00:23:42	fak	2773
3345950	865	SH2	2	1	1	paper presents ATP competitive inhibitors	2013-08-11 15:51:19	fak	2640
3345950	10567	Pkinase_Tyr	2	0	1	paper presents ATP competitive inhibitors	2013-08-11 15:51:19	fak	4003
3345951	865	SH2	2	1	1	paper presents ATP competitive inhibitors	2013-08-11 15:51:19	fak	2640
3345951	10567	Pkinase_Tyr	2	0	1	paper presents ATP competitive inhibitors	2013-08-11 15:51:19	fak	4003
3345952	865	SH2	2	1	1	paper presents ATP competitive inhibitors	2013-08-11 15:51:20	fak	2640
3345952	10567	Pkinase_Tyr	2	0	1	paper presents ATP competitive inhibitors	2013-08-11 15:51:20	fak	4003
3345953	865	SH2	2	1	1	paper presents ATP competitive inhibitors	2013-08-11 15:51:20	fak	2640
3345953	10567	Pkinase_Tyr	2	0	1	paper presents ATP competitive inhibitors	2013-08-11 15:51:20	fak	4003
200294	4346	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	2013-08-13 00:23:43	fak	2836
200294	3763	DHFR_1	2	0	1	assay measures DHFR inhibition	2013-08-13 00:23:43	fak	2773
200303	4346	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	2013-08-13 00:23:44	fak	2836
200303	3763	DHFR_1	2	0	1	assay measures DHFR inhibition	2013-08-13 00:23:44	fak	2773
1097697	867	SH2	2	1	1	inferred by lack of SH2 string in     assay description	2013-08-06 14:04:55	fak	2640
1097697	10581	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	2013-08-06 14:04:55	fak	4003
1249338	4346	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	2013-08-13 00:51:26	fak	2836
1249338	3763	DHFR_1	2	0	1	assay measures DHFR inhibition	2013-08-13 00:51:26	fak	2773
201558	4346	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	2013-08-13 00:23:44	fak	2836
201558	3763	DHFR_1	2	0	1	assay measures DHFR inhibition	2013-08-13 00:23:44	fak	2773
201563	4346	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	2013-08-13 00:23:45	fak	2836
201563	3763	DHFR_1	2	0	1	assay measures DHFR inhibition	2013-08-13 00:23:45	fak	2773
201683	866	SH2	2	0	1	string match on assay description	2013-08-06 14:04:55	fak	2640
201683	10578	Pkinase_Tyr	2	1	1	string match on assay description	2013-08-06 14:04:55	fak	4003
2298902	866	SH2	2	1	1	inferred by lack of SH2 string in     assay description	2013-08-06 14:04:55	fak	2640
2298902	10578	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	2013-08-06 14:04:55	fak	4003
2298904	897	SH2	2	1	1	inferred by lack of SH2 string in     assay description	2013-08-06 14:04:55	fak	2640
2298904	10629	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	2013-08-06 14:04:55	fak	4003
2298905	867	SH2	2	1	1	inferred by lack of SH2 string in     assay description	2013-08-06 14:04:55	fak	2640
2298905	10581	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	2013-08-06 14:04:55	fak	4003
202731	4346	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	2013-08-13 00:23:46	fak	2836
202731	3763	DHFR_1	2	0	1	assay measures DHFR inhibition	2013-08-13 00:23:46	fak	2773
202737	4346	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	2013-08-13 00:23:46	fak	2836
202737	3763	DHFR_1	2	0	1	assay measures DHFR inhibition	2013-08-13 00:23:46	fak	2773
732855	868	SH2	2	1	1	compounds target kinase activity	2013-08-11 22:39:46	fak	2640
732855	10583	Pkinase_Tyr	2	0	1	compounds target kinase activity	2013-08-11 22:39:46	fak	4003
202900	866	SH2	2	0	1	string match on assay description	2013-08-06 14:04:55	fak	2640
202900	10578	Pkinase_Tyr	2	1	1	string match on assay description	2013-08-06 14:04:55	fak	4003
202901	866	SH2	2	0	1	string match on assay description	2013-08-06 14:04:55	fak	2640
202901	10578	Pkinase_Tyr	2	1	1	string match on assay description	2013-08-06 14:04:55	fak	4003
203901	4346	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	2013-08-13 00:23:47	fak	2836
203901	3763	DHFR_1	2	0	1	assay measures DHFR inhibition	2013-08-13 00:23:47	fak	2773
203924	4346	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	2013-08-13 00:23:48	fak	2836
203924	3763	DHFR_1	2	0	1	assay measures DHFR inhibition	2013-08-13 00:23:48	fak	2773
205087	4346	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	2013-08-13 00:23:48	fak	2836
205087	3763	DHFR_1	2	0	1	assay measures DHFR inhibition	2013-08-13 00:23:48	fak	2773
206366	4346	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	2013-08-13 00:23:49	fak	2836
206366	3763	DHFR_1	2	0	1	assay measures DHFR inhibition	2013-08-13 00:23:49	fak	2773
2066975	7076	ANF_receptor	2	1	1	string match MPEP (an      allosteric modulator) on assay description	2013-08-06 14:04:55	fak	3216
2066975	670	7tm_3	2	0	1	string match MPEP (an      allosteric modulator) on assay description	2013-08-06 14:04:55	fak	2629
6361676	672	7tm_3	2	0	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	2629
6361676	7080	ANF_receptor	2	1	1	string match allosteric on assay description	2013-08-06 14:04:55	fak	3216
3005711	866	SH2	2	1	1	inferred by lack of SH2 string in     assay description	2013-08-06 14:04:55	fak	2640
3005711	10578	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	2013-08-06 14:04:55	fak	4003
3005715	866	SH2	2	1	1	inferred by lack of SH2 string in     assay description	2013-08-06 14:04:55	fak	2640
3005715	10578	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	2013-08-06 14:04:55	fak	4003
3005717	866	SH2	2	1	1	inferred by lack of SH2 string in     assay description	2013-08-06 14:04:55	fak	2640
3005717	10578	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	2013-08-06 14:04:55	fak	4003
3005719	866	SH2	2	1	1	inferred by lack of SH2 string in     assay description	2013-08-06 14:04:55	fak	2640
3005719	10578	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	2013-08-06 14:04:55	fak	4003
3005723	866	SH2	2	1	1	inferred by lack of SH2 string in     assay description	2013-08-06 14:04:55	fak	2640
3005723	10578	Pkinase_Tyr	2	0	1	inferred by lack of SH2 string in     assay description	2013-08-06 14:04:55	fak	4003
2067009	7076	ANF_receptor	2	1	1	string match MPEP (an      allosteric modulator) on assay description	2013-08-06 14:04:55	fak	3216
2067009	670	7tm_3	2	0	1	string match MPEP (an      allosteric modulator) on assay description	2013-08-06 14:04:55	fak	2629
1258101	4346	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	2013-08-13 00:51:27	fak	2836
1258101	3763	DHFR_1	2	0	1	assay measures DHFR inhibition	2013-08-13 00:51:27	fak	2773
209885	4346	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	2013-08-13 00:23:49	fak	2836
209885	3763	DHFR_1	2	0	1	assay measures DHFR inhibition	2013-08-13 00:23:49	fak	2773
209890	4346	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	2013-08-13 00:23:50	fak	2836
209890	3763	DHFR_1	2	0	1	assay measures DHFR inhibition	2013-08-13 00:23:50	fak	2773
2067052	7076	ANF_receptor	2	1	1	string match MPEP (an      allosteric modulator) on assay description	2013-08-06 14:04:55	fak	3216
2067052	670	7tm_3	2	0	1	string match MPEP (an      allosteric modulator) on assay description	2013-08-06 14:04:55	fak	2629
210875	4346	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	2013-08-13 00:31:20	fak	2836
210875	3763	DHFR_1	2	0	1	assay measures DHFR inhibition	2013-08-13 00:31:20	fak	2773
210988	4346	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	2013-08-13 00:23:50	fak	2836
210988	3763	DHFR_1	2	0	1	assay measures DHFR inhibition	2013-08-13 00:23:50	fak	2773
210993	4346	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	2013-08-13 00:23:51	fak	2836
210993	3763	DHFR_1	2	0	1	assay measures DHFR inhibition	2013-08-13 00:23:51	fak	2773
210998	4346	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	2013-08-13 00:23:52	fak	2836
210998	3763	DHFR_1	2	0	1	assay measures DHFR inhibition	2013-08-13 00:23:52	fak	2773
211017	4346	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	2013-08-13 00:23:52	fak	2836
211017	3763	DHFR_1	2	0	1	assay measures DHFR inhibition	2013-08-13 00:23:52	fak	2773
1261656	4346	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	2013-08-13 00:51:27	fak	2836
1261656	3763	DHFR_1	2	0	1	assay measures DHFR inhibition	2013-08-13 00:51:27	fak	2773
1261668	4346	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	2013-08-13 00:51:28	fak	2836
1261668	3763	DHFR_1	2	0	1	assay measures DHFR inhibition	2013-08-13 00:51:28	fak	2773
1261673	4346	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	2013-08-13 00:51:29	fak	2836
1261673	3763	DHFR_1	2	0	1	assay measures DHFR inhibition	2013-08-13 00:51:29	fak	2773
213321	4346	Thymidylat_synt	2	1	1	assay measures DHFR inhibition	2013-08-13 00:23:53	fak	2836
213321	3763	DHFR_1	2	0	1	assay measures DHFR inhibition	2013-08-13 00:23:53	fak	2773
3360167	865	SH2	2	1	1	paper presents ATP competitive inhibitors	2013-08-11 16:03:58	fak	2640
3360167	10567	Pkinase_Tyr	2	0	1	paper presents ATP competitive inhibitors	2013-08-11 16:03:58	fak	4003
3360168	865	SH2	2	1	1	paper presents ATP competitive inhibitors	2013-08-11 16:03:59	fak	2640
3360168	10567	Pkinase_Tyr	2	0	1	paper presents ATP competitive inhibitors	2013-08-11 16:03:59	fak	4003
3360169	865	SH2	2	1	1	paper presents ATP competitive inhibitors	2013-08-11 16:03:59	fak	2640
3360169	10567	Pkinase_Tyr	2	0	1	paper presents ATP competitive inhibitors	2013-08-11 16:03:59	fak	4003
3360170	865	SH2	2	1	1	paper presents ATP competitive inhibitors	2013-08-11 16:04:00	fak	2640
3360170	10567	Pkinase_Tyr	2	0	1	paper presents ATP competitive inhibitors	2013-08-11 16:04:00	fak	4003
3360174	865	SH2	2	1	1	paper presents ATP competitive inhibitors	2013-08-11 16:04:00	fak	2640
3360174	10567	Pkinase_Tyr	2	0	1	paper presents ATP competitive inhibitors	2013-08-11 16:04:00	fak	4003
3360175	865	SH2	2	1	1	paper presents ATP competitive inhibitors	2013-08-11 16:04:01	fak	2640
3360175	10567	Pkinase_Tyr	2	0	1	paper presents ATP competitive inhibitors	2013-08-11 16:04:01	fak	4003
3360176	865	SH2	2	1	1	paper presents ATP competitive inhibitors	2013-08-11 16:04:01	fak	2640
3360176	10567	Pkinase_Tyr	2	0	1	paper presents ATP competitive inhibitors	2013-08-11 16:04:01	fak	4003
3360177	865	SH2	2	1	1	paper presents ATP competitive inhibitors	2013-08-11 16:04:02	fak	2640
3360177	10567	Pkinase_Tyr	2	0	1	paper presents ATP competitive inhibitors	2013-08-11 16:04:02	fak	4003
3360178	865	SH2	2	1	1	paper presents ATP competitive inhibitors	2013-08-11 16:04:02	fak	2640
3360178	10567	Pkinase_Tyr	2	0	1	paper presents ATP competitive inhibitors	2013-08-11 16:04:02	fak	4003
3360179	865	SH2	2	1	1	paper presents ATP competitive inhibitors	2013-08-11 16:04:02	fak	2640
3360179	10567	Pkinase_Tyr	2	0	1	paper presents ATP competitive inhibitors	2013-08-11 16:04:03	fak	4003
3360180	865	SH2	2	1	1	paper presents ATP competitive inhibitors	2013-08-11 16:04:03	fak	2640
3360180	10567	Pkinase_Tyr	2	0	1	paper presents ATP competitive inhibitors	2013-08-11 16:04:03	fak	4003
3360181	865	SH2	2	1	1	paper presents ATP competitive inhibitors	2013-08-11 16:04:03	fak	2640
3360181	10567	Pkinase_Tyr	2	0	1	paper presents ATP competitive inhibitors	2013-08-11 16:04:03	fak	4003
3360182	865	SH2	2	1	1	paper presents ATP competitive inhibitors	2013-08-11 16:04:04	fak	2640
3360182	10567	Pkinase_Tyr	2	0	1	paper presents ATP competitive inhibitors	2013-08-11 16:04:04	fak	4003
3360183	865	SH2	2	1	1	paper presents ATP competitive inhibitors	2013-08-11 16:04:04	fak	2640
3360183	10567	Pkinase_Tyr	2	0	1	paper presents ATP competitive inhibitors	2013-08-11 16:04:04	fak	4003
